384
-1.000000 -1.000000 -0.037143
-1.000000 -0.500000 -0.039767
-1.000000 0.000000 -0.040654
-1.000000 0.500000 -0.039767
-1.000000 1.000000 -0.037143
-1.000000 1.500000 -0.032898
-1.000000 2.000000 -0.027216
-1.000000 2.500000 -0.020346
-1.000000 3.000000 -0.012587
-1.000000 3.500000 -0.004280
-1.000000 4.000000 0.004215
-1.000000 4.500000 0.012526
-0.500000 -1.000000 -0.018986
-0.500000 -0.500000 -0.020327
-0.500000 0.000000 -0.020781
-0.500000 0.500000 -0.020327
-0.500000 1.000000 -0.018986
-0.500000 1.500000 -0.016816
-0.500000 2.000000 -0.013912
-0.500000 2.500000 -0.010400
-0.500000 3.000000 -0.006434
-0.500000 3.500000 -0.002188
-0.500000 4.000000 0.002155
-0.500000 4.500000 0.006403
0.000000 -1.000000 0.000000
0.000000 -0.500000 0.000000
0.000000 0.000000 0.000000
0.000000 0.500000 0.000000
0.000000 1.000000 0.000000
0.000000 1.500000 0.000000
0.000000 2.000000 0.000000
0.000000 2.500000 0.000000
0.000000 3.000000 0.000000
0.000000 3.500000 0.000000
0.000000 4.000000 -0.000000
0.000000 4.500000 -0.000000
0.500000 -1.000000 0.018986
0.500000 -0.500000 0.020327
0.500000 0.000000 0.020781
0.500000 0.500000 0.020327
0.500000 1.000000 0.018986
0.500000 1.500000 0.016816
0.500000 2.000000 0.013912
0.500000 2.500000 0.010400
0.500000 3.000000 0.006434
0.500000 3.500000 0.002188
0.500000 4.000000 -0.002155
0.500000 4.500000 -0.006403
1.000000 -1.000000 0.037143
1.000000 -0.500000 0.039767
1.000000 0.000000 0.040654
1.000000 0.500000 0.039767
1.000000 1.000000 0.037143
1.000000 1.500000 0.032898
1.000000 2.000000 0.027216
1.000000 2.500000 0.020346
1.000000 3.000000 0.012587
1.000000 3.500000 0.004280
1.000000 4.000000 -0.004215
1.000000 4.500000 -0.012526
1.500000 -1.000000 0.053678
1.500000 -0.500000 0.057470
1.500000 0.000000 0.058753
1.500000 0.500000 0.057470
1.500000 1.000000 0.053678
1.500000 1.500000 0.047543
1.500000 2.000000 0.039332
1.500000 2.500000 0.029403
1.500000 3.000000 0.018191
1.500000 3.500000 0.006185
1.500000 4.000000 -0.006092
1.500000 4.500000 -0.018102
2.000000 -1.000000 0.067870
2.000000 -0.500000 0.072664
2.000000 0.000000 0.074286
2.000000 0.500000 0.072664
2.000000 1.000000 0.067870
2.000000 1.500000 0.060113
2.000000 2.000000 0.049731
2.000000 2.500000 0.037177
2.000000 3.000000 0.023001
2.000000 3.500000 0.007820
2.000000 4.000000 -0.007702
2.000000 4.500000 -0.022888
2.500000 -1.000000 0.079099
2.500000 -0.500000 0.084686
2.500000 0.000000 0.086576
2.500000 0.500000 0.084686
2.500000 1.000000 0.079099
2.500000 1.500000 0.070058
2.500000 2.000000 0.057958
2.500000 2.500000 0.043328
2.500000 3.000000 0.026806
2.500000 3.500000 0.009114
2.500000 4.000000 -0.008977
2.500000 4.500000 -0.026675
3.000000 -1.000000 0.086874
3.000000 -0.500000 0.093010
3.000000 0.000000 0.095086
3.000000 0.500000 0.093010
3.000000 1.000000 0.086874
3.000000 1.500000 0.076944
3.000000 2.000000 0.063655
